,Team1,Team2,Min_Start,Min_End,T1Score_Begin,T2Score_Begin,T1Score_End,T2Score_End,Margin_Period,Margin_TOT,WCT_Start,WCT_End,Vol_Period,Vol_Total,T1Vol_Period,T2Vol_Period,T1Vol_Total,T2Vol_Total,T1Sent_Period,T2Sent_Period,T1Sent_Total,T2Sent_Total,Margin_Prior,OPA_Margin,VolDiff_Total,VolDiff_Period,SentDiff_Total,SentDiff_Period,UnqIdentifier,VolDiff_Total_Lag1,VolDiff_Total_Lag2,VolDiff_Total_Lag3,VolDiff_Total_Lag4,VolDiff_Total_Lag5,SentDiff_Total_Lag1,SentDiff_Total_Lag2,SentDiff_Total_Lag3,SentDiff_Total_Lag4,SentDiff_Total_Lag5,Margin_TOT_Lag1,Margin_TOT_Lag2,Margin_TOT_Lag3,Margin_TOT_Lag4,Margin_TOT_Lag5,VolDiff_Period_Lag1,VolDiff_Period_Lag2,VolDiff_Period_Lag3,VolDiff_Period_Lag4,VolDiff_Period_Lag5,SentDiff_Period_Lag1,SentDiff_Period_Lag2,SentDiff_Period_Lag3,SentDiff_Period_Lag4,SentDiff_Period_Lag5,Margin_Period_Lag1,Margin_Period_Lag2,Margin_Period_Lag3,Margin_Period_Lag4,Margin_Period_Lag5
64,Holy Cross,Oregon,26,27,29,57,29,61,-4,-32,21:13:27,21:15:49,13,1182,3.0,9.0,202.0,932.0,2,-1,0,102,-28,-4,-730.0,-6.0,-102,3,Holy CrossOregon,-724.0,-695.0,-672.0,-650.0,-649.0,-105,-114,-120,-113,-108,-28,-25,-25,-21,-21,-29.0,-23.0,-22.0,-1.0,-12.0,9,6,-7,-5,-2,-3,0,-4,0,0
65,Holy Cross,Oregon,27,28,29,61,29,64,-3,-35,21:15:49,21:18:26,14,1196,1.0,14.0,203.0,946.0,0,4,0,106,-32,0,-743.0,-13.0,-106,-4,Holy CrossOregon,-730.0,-724.0,-695.0,-672.0,-650.0,-102,-105,-114,-120,-113,-32,-28,-25,-25,-21,-6.0,-29.0,-23.0,-22.0,-1.0,3,9,6,-7,-5,-4,-3,0,-4,0
66,Holy Cross,Oregon,28,29,29,64,29,66,-2,-37,21:18:26,21:20:23,26,1222,2.0,24.0,205.0,970.0,0,-5,0,101,-35,-3,-765.0,-22.0,-101,5,Holy CrossOregon,-743.0,-730.0,-724.0,-695.0,-672.0,-106,-102,-105,-114,-120,-35,-32,-28,-25,-25,-13.0,-6.0,-29.0,-23.0,-22.0,-4,3,9,6,-7,-3,-4,-3,0,-4
67,Holy Cross,Oregon,29,30,29,66,34,68,3,-34,21:20:23,21:23:05,65,1287,1.0,64.0,206.0,1034.0,0,11,0,112,-37,-4,-828.0,-63.0,-112,-11,Holy CrossOregon,-765.0,-743.0,-730.0,-724.0,-695.0,-101,-106,-102,-105,-114,-37,-35,-32,-28,-25,-22.0,-13.0,-6.0,-29.0,-23.0,5,-4,3,9,6,-2,-3,-4,-3,0
68,Holy Cross,Oregon,30,31,34,68,36,71,-1,-35,21:23:05,21:25:52,28,1315,3.0,26.0,209.0,1060.0,0,12,0,124,-34,-3,-851.0,-23.0,-124,-12,Holy CrossOregon,-828.0,-765.0,-743.0,-730.0,-724.0,-112,-101,-106,-102,-105,-34,-37,-35,-32,-28,-63.0,-22.0,-13.0,-6.0,-29.0,-11,5,-4,3,9,3,-2,-3,-4,-3
69,Holy Cross,Oregon,31,32,36,71,39,74,0,-35,21:25:52,21:27:39,30,1345,2.0,28.0,211.0,1088.0,-2,20,-2,144,-35,-2,-877.0,-26.0,-146,-22,Holy CrossOregon,-851.0,-828.0,-765.0,-743.0,-730.0,-124,-112,-101,-106,-102,-35,-34,-37,-35,-32,-23.0,-63.0,-22.0,-13.0,-6.0,-12,-11,5,-4,3,-1,3,-2,-3,-4
70,Holy Cross,Oregon,32,33,39,74,39,78,-4,-39,21:27:39,21:30:38,44,1389,3.0,40.0,214.0,1128.0,2,27,0,171,-35,3,-914.0,-37.0,-171,-25,Holy CrossOregon,-877.0,-851.0,-828.0,-765.0,-743.0,-146,-124,-112,-101,-106,-35,-35,-34,-37,-35,-26.0,-23.0,-63.0,-22.0,-13.0,-22,-12,-11,5,-4,0,-1,3,-2,-3
71,Holy Cross,Oregon,33,34,39,78,39,81,-3,-42,21:30:38,21:32:55,36,1425,2.0,35.0,216.0,1163.0,0,17,0,188,-39,-1,-947.0,-33.0,-188,-17,Holy CrossOregon,-914.0,-877.0,-851.0,-828.0,-765.0,-171,-146,-124,-112,-101,-39,-35,-35,-34,-37,-37.0,-26.0,-23.0,-63.0,-22.0,-25,-22,-12,-11,5,-4,0,-1,3,-2
72,Holy Cross,Oregon,34,35,39,81,45,81,6,-36,21:32:55,21:35:00,29,1454,3.0,22.0,219.0,1185.0,1,7,1,195,-42,0,-966.0,-19.0,-194,-6,Holy CrossOregon,-947.0,-914.0,-877.0,-851.0,-828.0,-188,-171,-146,-124,-112,-42,-39,-35,-35,-34,-33.0,-37.0,-26.0,-23.0,-63.0,-17,-25,-22,-12,-11,-3,-4,0,-1,3
73,Holy Cross,Oregon,35,36,45,81,45,85,-4,-40,21:35:00,21:37:49,44,1498,1.0,40.0,220.0,1225.0,0,13,1,208,-36,-4,-1005.0,-39.0,-207,-13,Holy CrossOregon,-966.0,-947.0,-914.0,-877.0,-851.0,-194,-188,-171,-146,-124,-36,-42,-39,-35,-35,-19.0,-33.0,-37.0,-26.0,-23.0,-6,-17,-25,-22,-12,6,-3,-4,0,-1
74,Holy Cross,Oregon,36,37,45,85,47,85,2,-38,21:37:49,21:40:24,33,1531,1.0,30.0,221.0,1255.0,-2,11,-1,219,-40,-3,-1034.0,-29.0,-220,-13,Holy CrossOregon,-1005.0,-966.0,-947.0,-914.0,-877.0,-207,-194,-188,-171,-146,-40,-36,-42,-39,-35,-39.0,-19.0,-33.0,-37.0,-26.0,-13,-6,-17,-25,-22,-4,6,-3,-4,0
75,Holy Cross,Oregon,37,38,47,85,47,87,-2,-40,21:40:24,21:42:56,37,1568,3.0,34.0,224.0,1289.0,0,-2,-1,217,-38,6,-1065.0,-31.0,-218,2,Holy CrossOregon,-1034.0,-1005.0,-966.0,-947.0,-914.0,-220,-207,-194,-188,-171,-38,-40,-36,-42,-39,-29.0,-39.0,-19.0,-33.0,-37.0,-13,-13,-6,-17,-25,2,-4,6,-3,-4
76,Holy Cross,Oregon,38,39,47,87,50,89,1,-39,21:42:56,21:44:48,19,1587,4.0,14.0,228.0,1303.0,1,4,0,221,-40,-4,-1075.0,-10.0,-221,-3,Holy CrossOregon,-1065.0,-1034.0,-1005.0,-966.0,-947.0,-218,-220,-207,-194,-188,-40,-38,-40,-36,-42,-31.0,-29.0,-39.0,-19.0,-33.0,2,-13,-13,-6,-17,-2,2,-4,6,-3
77,Holy Cross,Oregon,39,40,50,89,52,91,0,-39,21:44:48,21:47:35,107,1694,17.0,91.0,245.0,1394.0,4,-5,4,216,-39,2,-1149.0,-74.0,-212,9,Holy CrossOregon,-1075.0,-1065.0,-1034.0,-1005.0,-966.0,-221,-218,-220,-207,-194,-39,-40,-38,-40,-36,-10.0,-31.0,-29.0,-39.0,-19.0,-3,2,-13,-13,-6,1,-2,2,-4,6
78,UNC Asheville,Villanova,0,1,0,0,0,6,0,-6,12:40:00,12:42:06,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,NA,0.0,0.0,0,0,UNC AshevilleVillanova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,UNC Asheville,Villanova,1,2,0,0,2,8,0,-6,12:42:06,12:44:46,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,NA,0.0,0.0,0,0,UNC AshevilleVillanova,0.0,NA,NA,NA,NA,0,NA,NA,NA,NA,-6,NA,NA,NA,NA,0.0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
80,UNC Asheville,Villanova,2,3,0,0,7,10,0,-3,12:44:46,12:46:53,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,NA,0.0,0.0,0,0,UNC AshevilleVillanova,0.0,0.0,NA,NA,NA,0,0,NA,NA,NA,-6,-6,NA,NA,NA,0.0,0.0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA
81,UNC Asheville,Villanova,20,21,26,40,28,42,0,-14,13:29:27,13:51:41,168,168,61.0,124.0,61.0,124.0,7,5,7,5,-14,0,-63.0,-63.0,2,2,UNC AshevilleVillanova,0.0,0.0,0.0,NA,NA,0,0,0,NA,NA,-3,-6,-6,NA,NA,0.0,0.0,0.0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
82,UNC Asheville,Villanova,21,22,28,42,32,44,2,-12,13:51:41,13:54:16,14,182,4.0,9.0,65.0,133.0,3,2,10,7,-14,0,-68.0,-5.0,3,1,UNC AshevilleVillanova,-63.0,0.0,0.0,0.0,NA,2,0,0,0,NA,-14,-3,-6,-6,NA,-63.0,0.0,0.0,0.0,NA,2,0,0,0,NA,0,0,0,0,NA
83,UNC Asheville,Villanova,22,23,32,44,32,46,-2,-14,13:54:16,13:56:35,15,197,5.0,15.0,70.0,148.0,4,4,14,11,-12,0,-78.0,-10.0,3,0,UNC AshevilleVillanova,-68.0,-63.0,0.0,0.0,0.0,3,2,0,0,0,-12,-14,-3,-6,-6,-5.0,-63.0,0.0,0.0,0.0,1,2,0,0,0,2,0,0,0,0
84,UNC Asheville,Villanova,23,24,32,46,34,50,-2,-16,13:56:35,13:58:54,27,224,8.0,22.0,78.0,170.0,5,7,19,18,-14,0,-92.0,-14.0,1,-2,UNC AshevilleVillanova,-78.0,-68.0,-63.0,0.0,0.0,3,3,2,0,0,-14,-12,-14,-3,-6,-10.0,-5.0,-63.0,0.0,0.0,0,1,2,0,0,-2,2,0,0,0
85,UNC Asheville,Villanova,24,25,34,50,36,52,0,-16,13:58:54,14:01:05,13,237,3.0,12.0,81.0,182.0,1,5,20,23,-16,2,-101.0,-9.0,-3,-4,UNC AshevilleVillanova,-92.0,-78.0,-68.0,-63.0,0.0,1,3,3,2,0,-16,-14,-12,-14,-3,-14.0,-10.0,-5.0,-63.0,0.0,-2,0,1,2,0,-2,-2,2,0,0
86,UNC Asheville,Villanova,25,26,36,52,39,54,1,-15,14:01:05,14:04:18,10,247,3.0,8.0,84.0,190.0,-1,0,19,23,-16,-2,-106.0,-5.0,-4,-1,UNC AshevilleVillanova,-101.0,-92.0,-78.0,-68.0,-63.0,-3,1,3,3,2,-16,-16,-14,-12,-14,-9.0,-14.0,-10.0,-5.0,-63.0,-4,-2,0,1,2,0,-2,-2,2,0
87,UNC Asheville,Villanova,26,27,39,54,39,54,0,-15,14:04:18,14:06:27,14,261,2.0,12.0,86.0,202.0,1,3,20,26,-15,-2,-116.0,-10.0,-6,-2,UNC AshevilleVillanova,-106.0,-101.0,-92.0,-78.0,-68.0,-4,-3,1,3,3,-15,-16,-16,-14,-12,-5.0,-9.0,-14.0,-10.0,-5.0,-1,-4,-2,0,1,1,0,-2,-2,2
88,UNC Asheville,Villanova,27,28,39,54,41,57,-1,-16,14:06:27,14:08:48,20,281,5.0,17.0,91.0,219.0,1,3,21,29,-15,0,-128.0,-12.0,-8,-2,UNC AshevilleVillanova,-116.0,-106.0,-101.0,-92.0,-78.0,-6,-4,-3,1,3,-15,-15,-16,-16,-14,-10.0,-5.0,-9.0,-14.0,-10.0,-2,-1,-4,-2,0,0,1,0,-2,-2
89,UNC Asheville,Villanova,28,29,41,57,41,59,-2,-18,14:08:48,14:11:12,12,293,7.0,11.0,98.0,230.0,-2,-4,19,25,-16,1,-132.0,-4.0,-6,2,UNC AshevilleVillanova,-128.0,-116.0,-106.0,-101.0,-92.0,-8,-6,-4,-3,1,-16,-15,-15,-16,-16,-12.0,-10.0,-5.0,-9.0,-14.0,-2,-2,-1,-4,-2,-1,0,1,0,-2
90,UNC Asheville,Villanova,29,30,41,59,41,62,-3,-21,14:11:12,14:14:07,20,313,8.0,15.0,106.0,245.0,0,3,19,28,-18,0,-139.0,-7.0,-9,-3,UNC AshevilleVillanova,-132.0,-128.0,-116.0,-106.0,-101.0,-6,-8,-6,-4,-3,-18,-16,-15,-15,-16,-4.0,-12.0,-10.0,-5.0,-9.0,2,-2,-2,-1,-4,-2,-1,0,1,0
91,UNC Asheville,Villanova,30,31,41,62,41,66,-4,-25,14:14:07,14:16:03,20,333,9.0,10.0,115.0,255.0,0,6,19,34,-21,-1,-140.0,-1.0,-15,-6,UNC AshevilleVillanova,-139.0,-132.0,-128.0,-116.0,-106.0,-9,-6,-8,-6,-4,-21,-18,-16,-15,-15,-7.0,-4.0,-12.0,-10.0,-5.0,-3,2,-2,-2,-1,-3,-2,-1,0,1
92,UNC Asheville,Villanova,31,32,41,66,41,68,-2,-27,14:16:03,14:18:57,25,358,5.0,24.0,120.0,279.0,3,9,22,43,-25,-2,-159.0,-19.0,-21,-6,UNC AshevilleVillanova,-140.0,-139.0,-132.0,-128.0,-116.0,-15,-9,-6,-8,-6,-25,-21,-18,-16,-15,-1.0,-7.0,-4.0,-12.0,-10.0,-6,-3,2,-2,-2,-4,-3,-2,-1,0
93,UNC Asheville,Villanova,32,33,41,68,46,71,2,-25,14:18:57,14:21:32,30,388,12.0,21.0,132.0,300.0,2,5,24,48,-27,-3,-168.0,-9.0,-24,-3,UNC AshevilleVillanova,-159.0,-140.0,-139.0,-132.0,-128.0,-21,-15,-9,-6,-8,-27,-25,-21,-18,-16,-19.0,-1.0,-7.0,-4.0,-12.0,-6,-6,-3,2,-2,-2,-4,-3,-2,-1
94,UNC Asheville,Villanova,33,34,46,71,46,76,-5,-30,14:21:32,14:24:04,35,423,7.0,26.0,139.0,326.0,1,8,25,56,-25,-4,-187.0,-19.0,-31,-7,UNC AshevilleVillanova,-168.0,-159.0,-140.0,-139.0,-132.0,-24,-21,-15,-9,-6,-25,-27,-25,-21,-18,-9.0,-19.0,-1.0,-7.0,-4.0,-3,-6,-6,-3,2,2,-2,-4,-3,-2
95,UNC Asheville,Villanova,34,35,46,76,48,76,2,-28,14:24:04,14:26:25,17,440,4.0,15.0,143.0,341.0,2,3,27,59,-30,-2,-198.0,-11.0,-32,-1,UNC AshevilleVillanova,-187.0,-168.0,-159.0,-140.0,-139.0,-31,-24,-21,-15,-9,-30,-25,-27,-25,-21,-19.0,-9.0,-19.0,-1.0,-7.0,-7,-3,-6,-6,-3,-5,2,-2,-4,-3
96,UNC Asheville,Villanova,35,36,48,76,48,76,0,-28,14:26:25,14:29:01,32,472,10.0,20.0,153.0,361.0,5,-7,32,52,-28,2,-208.0,-10.0,-20,12,UNC AshevilleVillanova,-198.0,-187.0,-168.0,-159.0,-140.0,-32,-31,-24,-21,-15,-28,-30,-25,-27,-25,-11.0,-19.0,-9.0,-19.0,-1.0,-1,-7,-3,-6,-6,2,-5,2,-2,-4
97,UNC Asheville,Villanova,36,37,48,76,52,76,4,-24,14:29:01,14:31:02,19,491,4.0,16.0,157.0,377.0,1,-3,33,49,-28,-5,-220.0,-12.0,-16,4,UNC AshevilleVillanova,-208.0,-198.0,-187.0,-168.0,-159.0,-20,-32,-31,-24,-21,-28,-28,-30,-25,-27,-10.0,-11.0,-19.0,-9.0,-19.0,12,-1,-7,-3,-6,0,2,-5,2,-2
98,UNC Asheville,Villanova,37,38,52,76,54,80,-2,-26,14:31:02,14:33:48,33,524,10.0,31.0,167.0,408.0,9,10,42,59,-24,2,-241.0,-21.0,-17,-1,UNC AshevilleVillanova,-220.0,-208.0,-198.0,-187.0,-168.0,-16,-20,-32,-31,-24,-24,-28,-28,-30,-25,-12.0,-10.0,-11.0,-19.0,-9.0,4,12,-1,-7,-3,4,0,2,-5,2
99,UNC Asheville,Villanova,38,39,54,80,56,83,-1,-27,14:33:48,14:36:11,16,540,7.0,13.0,174.0,421.0,4,5,46,64,-26,0,-247.0,-6.0,-18,-1,UNC AshevilleVillanova,-241.0,-220.0,-208.0,-198.0,-187.0,-17,-16,-20,-32,-31,-26,-24,-28,-28,-30,-21.0,-12.0,-10.0,-11.0,-19.0,-1,4,12,-1,-7,-2,4,0,2,-5
100,UNC Asheville,Villanova,39,40,56,83,56,86,-3,-30,14:36:11,14:38:13,21,561,5.0,15.0,179.0,436.0,3,1,49,65,-27,4,-257.0,-10.0,-16,2,UNC AshevilleVillanova,-247.0,-241.0,-220.0,-208.0,-198.0,-18,-17,-16,-20,-32,-27,-26,-24,-28,-28,-6.0,-21.0,-12.0,-10.0,-11.0,-1,-1,4,12,-1,-1,-2,4,0,2
101,CSU Bakersfield,Oklahoma,0,1,0,0,3,0,0,3,16:09:00,16:11:24,40,0,7.0,35.0,0.0,0.0,1,5,0,0,0,NA,0.0,-28.0,0,-4,CSU BakersfieldOklahoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,CSU Bakersfield,Oklahoma,1,2,3,0,6,0,3,6,16:11:24,16:14:16,59,99,15.0,52.0,22.0,87.0,2,20,3,25,3,NA,-65.0,-37.0,-22,-18,CSU BakersfieldOklahoma,0.0,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,-28.0,NA,NA,NA,NA,-4,NA,NA,NA,NA,0,NA,NA,NA,NA
103,CSU Bakersfield,Oklahoma,2,3,6,0,8,4,-2,4,16:14:16,16:16:40,38,137,12.0,31.0,34.0,118.0,1,-1,4,24,6,NA,-84.0,-19.0,-20,2,CSU BakersfieldOklahoma,-65.0,0.0,NA,NA,NA,-22,0,NA,NA,NA,6,3,NA,NA,NA,-37.0,-28.0,NA,NA,NA,-18,-4,NA,NA,NA,3,0,NA,NA,NA
104,CSU Bakersfield,Oklahoma,3,4,8,4,10,6,0,4,16:16:40,16:19:58,32,169,9.0,24.0,43.0,142.0,4,2,8,26,4,0,-99.0,-15.0,-18,2,CSU BakersfieldOklahoma,-84.0,-65.0,0.0,NA,NA,-20,-22,0,NA,NA,4,6,3,NA,NA,-19.0,-37.0,-28.0,NA,NA,2,-18,-4,NA,NA,-2,3,0,NA,NA
105,CSU Bakersfield,Oklahoma,4,5,10,6,10,8,-2,2,16:19:58,16:22:35,45,214,17.0,40.0,60.0,182.0,-15,-22,-7,4,4,3,-122.0,-23.0,-11,7,CSU BakersfieldOklahoma,-99.0,-84.0,-65.0,0.0,NA,-18,-20,-22,0,NA,4,4,6,3,NA,-15.0,-19.0,-37.0,-28.0,NA,2,2,-18,-4,NA,0,-2,3,0,NA
106,CSU Bakersfield,Oklahoma,5,6,10,8,10,12,-4,-2,16:22:35,16:25:30,43,257,14.0,39.0,74.0,221.0,-1,0,-8,4,2,-2,-147.0,-25.0,-12,-1,CSU BakersfieldOklahoma,-122.0,-99.0,-84.0,-65.0,0.0,-11,-18,-20,-22,0,2,4,4,6,3,-23.0,-15.0,-19.0,-37.0,-28.0,7,2,2,-18,-4,-2,0,-2,3,0
107,CSU Bakersfield,Oklahoma,6,7,10,12,12,14,0,-2,16:25:30,16:28:11,63,320,14.0,58.0,88.0,279.0,-3,18,-11,22,-2,0,-191.0,-44.0,-33,-21,CSU BakersfieldOklahoma,-147.0,-122.0,-99.0,-84.0,-65.0,-12,-11,-18,-20,-22,-2,2,4,4,6,-25.0,-23.0,-15.0,-19.0,-37.0,-1,7,2,2,-18,-4,-2,0,-2,3
108,CSU Bakersfield,Oklahoma,7,8,12,14,17,14,5,3,16:28:11,16:30:36,31,351,8.0,24.0,96.0,303.0,2,2,-9,24,-2,-2,-207.0,-16.0,-33,0,CSU BakersfieldOklahoma,-191.0,-147.0,-122.0,-99.0,-84.0,-33,-12,-11,-18,-20,-2,-2,2,4,4,-44.0,-25.0,-23.0,-15.0,-19.0,-21,-1,7,2,2,0,-4,-2,0,-2
109,CSU Bakersfield,Oklahoma,8,9,17,14,19,14,2,5,16:30:36,16:33:53,22,373,8.0,17.0,104.0,320.0,-4,5,-13,29,3,-4,-216.0,-9.0,-42,-9,CSU BakersfieldOklahoma,-207.0,-191.0,-147.0,-122.0,-99.0,-33,-33,-12,-11,-18,3,-2,-2,2,4,-16.0,-44.0,-25.0,-23.0,-15.0,0,-21,-1,7,2,5,0,-4,-2,0
110,CSU Bakersfield,Oklahoma,9,10,19,14,19,19,-5,0,16:33:53,16:36:14,46,419,16.0,31.0,120.0,351.0,1,-1,-12,28,5,0,-231.0,-15.0,-40,2,CSU BakersfieldOklahoma,-216.0,-207.0,-191.0,-147.0,-122.0,-42,-33,-33,-12,-11,5,3,-2,-2,2,-9.0,-16.0,-44.0,-25.0,-23.0,-9,0,-21,-1,7,2,5,0,-4,-2
111,CSU Bakersfield,Oklahoma,10,11,19,19,19,19,0,0,16:36:14,16:39:26,30,449,20.0,13.0,140.0,364.0,-4,-2,-16,26,0,5,-224.0,7.0,-42,-2,CSU BakersfieldOklahoma,-231.0,-216.0,-207.0,-191.0,-147.0,-40,-42,-33,-33,-12,0,5,3,-2,-2,-15.0,-9.0,-16.0,-44.0,-25.0,2,-9,0,-21,-1,-5,2,5,0,-4
112,CSU Bakersfield,Oklahoma,11,12,19,19,19,23,-4,-4,16:39:26,16:41:33,19,468,5.0,14.0,145.0,378.0,1,-5,-15,21,0,2,-233.0,-9.0,-36,6,CSU BakersfieldOklahoma,-224.0,-231.0,-216.0,-207.0,-191.0,-42,-40,-42,-33,-33,0,0,5,3,-2,7.0,-15.0,-9.0,-16.0,-44.0,-2,2,-9,0,-21,0,-5,2,5,0
113,CSU Bakersfield,Oklahoma,12,13,19,23,23,23,4,0,16:41:33,16:44:31,36,504,11.0,24.0,156.0,402.0,-14,-2,-29,19,-4,-5,-246.0,-13.0,-48,-12,CSU BakersfieldOklahoma,-233.0,-224.0,-231.0,-216.0,-207.0,-36,-42,-40,-42,-33,-4,0,0,5,3,-9.0,7.0,-15.0,-9.0,-16.0,6,-2,2,-9,0,-4,0,-5,2,5
114,CSU Bakersfield,Oklahoma,13,14,23,23,25,28,-3,-3,16:44:31,16:47:43,33,537,5.0,25.0,161.0,427.0,-6,-6,-35,13,0,0,-266.0,-20.0,-48,0,CSU BakersfieldOklahoma,-246.0,-233.0,-224.0,-231.0,-216.0,-48,-36,-42,-40,-42,0,-4,0,0,5,-13.0,-9.0,7.0,-15.0,-9.0,-12,6,-2,2,-9,4,-4,0,-5,2
115,CSU Bakersfield,Oklahoma,14,15,25,28,25,30,-2,-5,16:47:43,16:49:30,25,562,2.0,21.0,163.0,448.0,1,3,-34,16,-3,-4,-285.0,-19.0,-50,-2,CSU BakersfieldOklahoma,-266.0,-246.0,-233.0,-224.0,-231.0,-48,-48,-36,-42,-40,-3,0,-4,0,0,-20.0,-13.0,-9.0,7.0,-15.0,0,-12,6,-2,2,-3,4,-4,0,-5
116,CSU Bakersfield,Oklahoma,15,16,25,30,27,33,-1,-6,16:49:30,16:53:02,49,611,12.0,42.0,175.0,490.0,-7,-13,-41,3,-5,4,-315.0,-30.0,-44,6,CSU BakersfieldOklahoma,-285.0,-266.0,-246.0,-233.0,-224.0,-50,-48,-48,-36,-42,-5,-3,0,-4,0,-19.0,-20.0,-13.0,-9.0,7.0,-2,0,-12,6,-2,-2,-3,4,-4,0
117,CSU Bakersfield,Oklahoma,16,17,27,33,27,37,-4,-10,16:53:02,16:55:59,34,645,5.0,29.0,180.0,519.0,-2,-3,-43,0,-6,-3,-339.0,-24.0,-43,1,CSU BakersfieldOklahoma,-315.0,-285.0,-266.0,-246.0,-233.0,-44,-50,-48,-48,-36,-6,-5,-3,0,-4,-30.0,-19.0,-20.0,-13.0,-9.0,6,-2,0,-12,6,-1,-2,-3,4,-4
118,CSU Bakersfield,Oklahoma,17,18,27,37,29,39,0,-10,16:55:59,16:58:54,43,688,15.0,38.0,195.0,557.0,0,2,-43,2,-10,-2,-362.0,-23.0,-45,-2,CSU BakersfieldOklahoma,-339.0,-315.0,-285.0,-266.0,-246.0,-43,-44,-50,-48,-48,-10,-6,-5,-3,0,-24.0,-30.0,-19.0,-20.0,-13.0,1,6,-2,0,-12,-4,-1,-2,-3,4
119,CSU Bakersfield,Oklahoma,18,19,29,39,29,41,-2,-12,16:58:54,17:00:31,17,705,3.0,13.0,198.0,570.0,0,-1,-43,1,-10,-1,-372.0,-10.0,-44,1,CSU BakersfieldOklahoma,-362.0,-339.0,-315.0,-285.0,-266.0,-45,-43,-44,-50,-48,-10,-10,-6,-5,-3,-23.0,-24.0,-30.0,-19.0,-20.0,-2,1,6,-2,0,0,-4,-1,-2,-3
120,CSU Bakersfield,Oklahoma,19,20,29,41,34,41,5,-7,17:00:31,17:04:24,44,749,9.0,41.0,207.0,611.0,2,3,-41,4,-12,-4,-404.0,-32.0,-45,-1,CSU BakersfieldOklahoma,-372.0,-362.0,-339.0,-315.0,-285.0,-44,-45,-43,-44,-50,-12,-10,-10,-6,-5,-10.0,-23.0,-24.0,-30.0,-19.0,1,-2,1,6,-2,-2,0,-4,-1,-2
121,CSU Bakersfield,Oklahoma,20,21,34,41,36,43,0,-7,17:04:24,17:27:02,237,986,44.0,207.0,251.0,818.0,2,51,-39,55,-7,0,-567.0,-163.0,-94,-49,CSU BakersfieldOklahoma,-404.0,-372.0,-362.0,-339.0,-315.0,-45,-44,-45,-43,-44,-7,-12,-10,-10,-6,-32.0,-10.0,-23.0,-24.0,-30.0,-1,1,-2,1,6,5,-2,0,-4,-1
122,CSU Bakersfield,Oklahoma,21,22,36,43,38,43,2,-5,17:27:02,17:29:46,13,999,3.0,10.0,254.0,828.0,-2,-3,-41,52,-7,-2,-574.0,-7.0,-93,1,CSU BakersfieldOklahoma,-567.0,-404.0,-372.0,-362.0,-339.0,-94,-45,-44,-45,-43,-7,-7,-12,-10,-10,-163.0,-32.0,-10.0,-23.0,-24.0,-49,-1,1,-2,1,0,5,-2,0,-4
123,CSU Bakersfield,Oklahoma,22,23,38,43,38,43,0,-5,17:29:46,17:32:13,17,1016,5.0,9.0,259.0,837.0,0,-5,-41,47,-5,5,-578.0,-4.0,-88,5,CSU BakersfieldOklahoma,-574.0,-567.0,-404.0,-372.0,-362.0,-93,-94,-45,-44,-45,-5,-7,-7,-12,-10,-7.0,-163.0,-32.0,-10.0,-23.0,1,-49,-1,1,-2,2,0,5,-2,0
124,CSU Bakersfield,Oklahoma,23,24,38,43,40,45,0,-5,17:32:13,17:35:02,30,1046,14.0,22.0,273.0,859.0,-1,5,-42,52,-5,0,-586.0,-8.0,-94,-6,CSU BakersfieldOklahoma,-578.0,-574.0,-567.0,-404.0,-372.0,-88,-93,-94,-45,-44,-5,-5,-7,-7,-12,-4.0,-7.0,-163.0,-32.0,-10.0,5,1,-49,-1,1,0,2,0,5,-2
125,CSU Bakersfield,Oklahoma,24,25,40,45,43,45,3,-2,17:35:02,17:37:10,24,1070,4.0,21.0,277.0,880.0,-1,-6,-43,46,-5,2,-603.0,-17.0,-89,5,CSU BakersfieldOklahoma,-586.0,-578.0,-574.0,-567.0,-404.0,-94,-88,-93,-94,-45,-5,-5,-5,-7,-7,-8.0,-4.0,-7.0,-163.0,-32.0,-6,5,1,-49,-1,0,0,2,0,5
126,CSU Bakersfield,Oklahoma,25,26,43,45,46,48,0,-2,17:37:10,17:41:03,62,1132,13.0,51.0,290.0,931.0,2,-9,-41,37,-2,0,-641.0,-38.0,-78,11,CSU BakersfieldOklahoma,-603.0,-586.0,-578.0,-574.0,-567.0,-89,-94,-88,-93,-94,-2,-5,-5,-5,-7,-17.0,-8.0,-4.0,-7.0,-163.0,5,-6,5,1,-49,3,0,0,2,0
